0,a,220,0.13725490196078433,0.5384615384615385
1,b,213,0.16470588235294117,0.6461538461538462
2,c,229,0.10196078431372549,0.4
3,d,212,0.16862745098039217,0.6615384615384616
4,e,224,0.12156862745098039,0.47692307692307695
5,f,221,0.13333333333333333,0.5230769230769231
6,g,212,0.16862745098039217,0.6615384615384616
7,h,213,0.16470588235294117,0.6461538461538462
8,i,229,0.10196078431372549,0.4
9,j,227,0.10980392156862745,0.4307692307692308
10,k,211,0.17254901960784313,0.676923076923077
11,l,226,0.11372549019607843,0.4461538461538462
12,m,207,0.18823529411764706,0.7384615384615385
13,n,220,0.13725490196078433,0.5384615384615385
14,o,225,0.11764705882352941,0.46153846153846156
15,p,215,0.1568627450980392,0.6153846153846154
16,q,217,0.14901960784313725,0.5846153846153846
17,r,227,0.10980392156862745,0.4307692307692308
18,s,226,0.11372549019607843,0.4461538461538462
19,t,228,0.10588235294117647,0.4153846153846154
20,u,221,0.13333333333333333,0.5230769230769231
21,v,229,0.10196078431372549,0.4
22,w,215,0.1568627450980392,0.6153846153846154
23,x,223,0.12549019607843137,0.49230769230769234
24,y,225,0.11764705882352941,0.46153846153846156
25,z,225,0.11764705882352941,0.46153846153846156
26,A,212,0.16862745098039217,0.6615384615384616
27,B,199,0.2196078431372549,0.8615384615384616
28,C,219,0.1411764705882353,0.5538461538461539
29,D,203,0.20392156862745098,0.8
30,E,210,0.17647058823529413,0.6923076923076924
31,F,215,0.1568627450980392,0.6153846153846154
32,G,213,0.16470588235294117,0.6461538461538462
33,H,200,0.21568627450980393,0.8461538461538463
34,I,222,0.12941176470588237,0.5076923076923078
35,J,218,0.1450980392156863,0.5692307692307693
36,K,201,0.21176470588235294,0.8307692307692308
37,L,222,0.12941176470588237,0.5076923076923078
38,M,190,0.2549019607843137,1.0
39,N,210,0.17647058823529413,0.6923076923076924
40,O,207,0.18823529411764706,0.7384615384615385
41,P,212,0.16862745098039217,0.6615384615384616
42,Q,193,0.24313725490196078,0.9538461538461539
43,R,199,0.2196078431372549,0.8615384615384616
44,S,214,0.1607843137254902,0.6307692307692309
45,T,217,0.14901960784313725,0.5846153846153846
46,U,218,0.1450980392156863,0.5692307692307693
47,V,217,0.14901960784313725,0.5846153846153846
48,W,196,0.23137254901960785,0.9076923076923078
49,X,212,0.16862745098039217,0.6615384615384616
50,Y,217,0.14901960784313725,0.5846153846153846
51,Z,215,0.1568627450980392,0.6153846153846154
52,0,203,0.20392156862745098,0.8
53,1,223,0.12549019607843137,0.49230769230769234
54,2,213,0.16470588235294117,0.6461538461538462
55,3,214,0.1607843137254902,0.6307692307692309
56,4,214,0.1607843137254902,0.6307692307692309
57,5,212,0.16862745098039217,0.6615384615384616
58,6,204,0.2,0.7846153846153847
59,7,220,0.13725490196078433,0.5384615384615385
60,8,203,0.20392156862745098,0.8
61,9,204,0.2,0.7846153846153847
62,!,233,0.08627450980392157,0.3384615384615385
63,@,195,0.23529411764705882,0.9230769230769231
64,#,196,0.23137254901960785,0.9076923076923078
65,$,195,0.23529411764705882,0.9230769230769231
66,%,206,0.19215686274509805,0.7538461538461539
67,^,250,0.0196078431372549,0.07692307692307693
68,&,198,0.2235294117647059,0.876923076923077
69,*,211,0.17254901960784313,0.676923076923077
70,(,228,0.10588235294117647,0.4153846153846154
71,),228,0.10588235294117647,0.4153846153846154
72,-,246,0.03529411764705882,0.13846153846153847
73,_,251,0.01568627450980392,0.06153846153846154
74,=,237,0.07058823529411765,0.27692307692307694
75,+,235,0.0784313725490196,0.3076923076923077
76,[,228,0.10588235294117647,0.4153846153846154
77,],228,0.10588235294117647,0.4153846153846154
78,{,235,0.0784313725490196,0.3076923076923077
79,},235,0.0784313725490196,0.3076923076923077
80,\,208,0.1843137254901961,0.7230769230769232
81,|,241,0.054901960784313725,0.2153846153846154
82,;,239,0.06274509803921569,0.24615384615384617
83,',247,0.03137254901960784,0.12307692307692308
84,:,243,0.047058823529411764,0.18461538461538463
85,<,236,0.07450980392156863,0.2923076923076923
86,>,236,0.07450980392156863,0.2923076923076923
87,?,221,0.13333333333333333,0.5230769230769231
88,/,238,0.06666666666666667,0.26153846153846155
89,.,249,0.023529411764705882,0.09230769230769231
90,",",246,0.03529411764705882,0.13846153846153847
91,~,246,0.03529411764705882,0.13846153846153847
92, ,255,0.0,0.0
