0,a,188,0.2627450980392157,0.5677966101694916
1,b,185,0.27450980392156865,0.5932203389830508
2,c,202,0.20784313725490197,0.4491525423728814
3,d,183,0.2823529411764706,0.6101694915254237
4,e,192,0.24705882352941178,0.5338983050847458
5,f,201,0.21176470588235294,0.45762711864406774
6,g,181,0.2901960784313726,0.6271186440677966
7,h,192,0.24705882352941178,0.5338983050847458
8,i,224,0.12156862745098039,0.2627118644067796
9,j,215,0.1568627450980392,0.3389830508474576
10,k,188,0.2627450980392157,0.5677966101694916
11,l,218,0.1450980392156863,0.3135593220338983
12,m,178,0.30196078431372547,0.6525423728813559
13,n,200,0.21568627450980393,0.4661016949152542
14,o,197,0.22745098039215686,0.4915254237288135
15,p,187,0.26666666666666666,0.576271186440678
16,q,186,0.27058823529411763,0.5847457627118643
17,r,217,0.14901960784313725,0.3220338983050847
18,s,199,0.2196078431372549,0.47457627118644063
19,t,203,0.20392156862745098,0.4406779661016949
20,u,202,0.20784313725490197,0.4491525423728814
21,v,206,0.19215686274509805,0.4152542372881356
22,w,174,0.3176470588235294,0.6864406779661016
23,x,201,0.21176470588235294,0.45762711864406774
24,y,198,0.2235294117647059,0.4830508474576271
25,z,208,0.1843137254901961,0.3983050847457627
26,A,173,0.3215686274509804,0.6949152542372882
27,B,161,0.3686274509803922,0.7966101694915254
28,C,187,0.26666666666666666,0.576271186440678
29,D,169,0.33725490196078434,0.728813559322034
30,E,183,0.2823529411764706,0.6101694915254237
31,F,196,0.23137254901960785,0.5
32,G,174,0.3176470588235294,0.6864406779661016
33,H,173,0.3215686274509804,0.6949152542372882
34,I,204,0.2,0.4322033898305085
35,J,200,0.21568627450980393,0.4661016949152542
36,K,170,0.3333333333333333,0.7203389830508474
37,L,207,0.18823529411764706,0.4067796610169491
38,M,137,0.4627450980392157,1.0
39,N,151,0.40784313725490196,0.8813559322033898
40,O,178,0.30196078431372547,0.6525423728813559
41,P,183,0.2823529411764706,0.6101694915254237
42,Q,168,0.3411764705882353,0.7372881355932204
43,R,166,0.34901960784313724,0.7542372881355931
44,S,181,0.2901960784313726,0.6271186440677966
45,T,201,0.21176470588235294,0.45762711864406774
46,U,177,0.3058823529411765,0.6610169491525424
47,V,183,0.2823529411764706,0.6101694915254237
48,W,147,0.4235294117647059,0.9152542372881355
49,X,181,0.2901960784313726,0.6271186440677966
50,Y,195,0.23529411764705882,0.5084745762711864
51,Z,192,0.24705882352941178,0.5338983050847458
52,0,177,0.3058823529411765,0.6610169491525424
53,1,210,0.17647058823529413,0.3813559322033898
54,2,187,0.26666666666666666,0.576271186440678
55,3,188,0.2627450980392157,0.5677966101694916
56,4,177,0.3058823529411765,0.6610169491525424
57,5,183,0.2823529411764706,0.6101694915254237
58,6,174,0.3176470588235294,0.6864406779661016
59,7,205,0.19607843137254902,0.423728813559322
60,8,172,0.3254901960784314,0.7033898305084746
61,9,173,0.3215686274509804,0.6949152542372882
62,!,219,0.1411764705882353,0.30508474576271183
63,@,178,0.30196078431372547,0.6525423728813559
64,#,170,0.3333333333333333,0.7203389830508474
65,$,163,0.3607843137254902,0.7796610169491525
66,%,187,0.26666666666666666,0.576271186440678
67,^,242,0.050980392156862744,0.11016949152542373
68,&,167,0.34509803921568627,0.7457627118644067
69,*,198,0.2235294117647059,0.4830508474576271
70,(,222,0.12941176470588237,0.2796610169491526
71,),223,0.12549019607843137,0.2711864406779661
72,-,238,0.06666666666666667,0.1440677966101695
73,_,245,0.0392156862745098,0.0847457627118644
74,=,222,0.12941176470588237,0.2796610169491526
75,+,221,0.13333333333333333,0.288135593220339
76,[,209,0.1803921568627451,0.38983050847457623
77,],209,0.1803921568627451,0.38983050847457623
78,{,209,0.1803921568627451,0.38983050847457623
79,},210,0.17647058823529413,0.3813559322033898
80,\,175,0.3137254901960784,0.6779661016949152
81,|,209,0.1803921568627451,0.38983050847457623
82,;,243,0.047058823529411764,0.10169491525423728
83,',249,0.023529411764705882,0.05084745762711864
84,:,245,0.0392156862745098,0.0847457627118644
85,<,221,0.13333333333333333,0.288135593220339
86,>,221,0.13333333333333333,0.288135593220339
87,?,204,0.2,0.4322033898305085
88,/,230,0.09803921568627451,0.211864406779661
89,.,251,0.01568627450980392,0.03389830508474576
90,",",249,0.023529411764705882,0.05084745762711864
91,~,239,0.06274509803921569,0.13559322033898305
92, ,255,0.0,0.0
